Day,Month,Year,gglAddress,gglCountry,Type   ,Sub Type   ,TotAffected   ,DisasterID
12,2,2008,"Rabat, Morocco",Morocco,Transport accident ,Water ,11,EmDat:2008-0061
8,12,2007,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2007-0638
16,9,2007,"Rabat, Morocco",Morocco,Transport Accident ,Road ,42,EmDat:2007-0460
2,12,2006,"Rabat, Morocco",Morocco,Transport Accident ,Road ,26,EmDat:2006-0658
26,11,2006,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2006-0638
22,9,2006,"Rabat, Morocco",Morocco,Transport Accident ,Road ,26,EmDat:2006-0528
30,8,2006,"Rabat, Morocco",Morocco,Transport Accident ,Road ,26,EmDat:2006-0472
1,8,2006,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2006-0404
3,7,2006,"Rabat, Morocco",Morocco,Transport Accident ,Water ,7,EmDat:2006-0346
10,3,2006,"Rabat, Morocco",Morocco,Transport Accident ,Road ,17,EmDat:2006-0118
10,1,2006,"Rabat, Morocco",Morocco,Transport Accident ,Road ,64,EmDat:2006-0017
23,9,2005,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2005-0805
5,8,2005,"Rabat, Morocco",Morocco,Transport Accident ,Water ,2,EmDat:2005-0420
12,6,2005,"Rabat, Morocco",Morocco,Transport Accident ,Road ,34,EmDat:2005-0317
13,6,2005,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2005-0316
14,12,2004,"Rabat, Morocco",Morocco,Transport Accident ,Road ,38,EmDat:2004-0640
9,10,2004,"Rabat, Morocco",Morocco,Transport Accident ,Road ,20,EmDat:2004-0510
28,8,2004,"Rabat, Morocco",Morocco,Transport Accident ,Road ,20,EmDat:2004-0443
4,8,2004,"Rabat, Morocco",Morocco,Transport Accident ,Road ,19,EmDat:2004-0384
4,5,2004,"Rabat, Morocco",Morocco,Transport Accident ,Road ,27,EmDat:2004-0195
11,2,2003,"Rabat, Morocco",Morocco,Transport Accident ,Road ,50,EmDat:2003-0081
18,1,2003,"Rabat, Morocco",Morocco,Transport Accident ,Water ,3,EmDat:2003-0031
30,11,2002,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2002-0749
9,4,2002,"Rabat, Morocco",Morocco,Transport Accident ,Road ,25,EmDat:2002-0228
21,4,2002,"Rabat, Morocco",Morocco,Transport Accident ,Road ,24,EmDat:2002-0227
9,3,2002,"Rabat, Morocco",Morocco,Transport Accident ,Road ,23,EmDat:2002-0199
3,3,2002,"Rabat, Morocco",Morocco,Transport Accident ,Road ,23,EmDat:2002-0121
2,5,2001,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2001-0175
9,7,2000,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:2000-0887
6,7,2000,"Rabat, Morocco",Morocco,Transport Accident ,Road ,20,EmDat:2000-0385
9,4,2000,"Rabat, Morocco",Morocco,Transport Accident ,Road ,20,EmDat:2000-0192
1,3,2000,"Rabat, Morocco",Morocco,Transport Accident ,Rail ,11,EmDat:2000-0099
8,2,2000,"Rabat, Morocco",Morocco,Transport Accident ,Road ,4,EmDat:2000-0047
10,5,1999,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1999-0671
2,7,1999,"Rabat, Morocco",Morocco,Transport Accident ,Road ,,EmDat:1999-0641
29,12,1999,"Rabat, Morocco",Morocco,Transport Accident ,Road ,39,EmDat:1999-0581
4,7,1999,"Rabat, Morocco",Morocco,Transport Accident ,Road ,34,EmDat:1999-0221
23,5,1999,"Rabat, Morocco",Morocco,Transport Accident ,Road ,35,EmDat:1999-0211
10,1,1999,"Rabat, Morocco",Morocco,Transport Accident ,Road ,18,EmDat:1999-0027
26,11,1998,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1998-0484
6,7,1998,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1998-0476
25,9,1998,"Rabat, Morocco",Morocco,Transport Accident ,Air ,,EmDat:1998-0301
17,6,1997,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1997-0386
10,10,1996,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1996-0414
22,8,1995,"Rabat, Morocco",Morocco,Transport Accident ,Road ,52,EmDat:1995-0378
21,8,1994,"Rabat, Morocco",Morocco,Transport Accident ,Air ,,EmDat:1994-0200
23,9,1993,"Rabat, Morocco",Morocco,Transport Accident ,Rail ,106,EmDat:1993-0210
21,10,1992,"Rabat, Morocco",Morocco,Transport Accident ,Road ,27,EmDat:1992-0453
24,3,1991,"Rabat, Morocco",Morocco,Transport Accident ,Road ,18,EmDat:1991-0099
7,4,1990,"Rabat, Morocco",Morocco,Transport Accident ,Water ,,EmDat:1990-0490
3,8,1975,"Rabat, Morocco",Morocco,Transport Accident ,Air ,,EmDat:1975-0048
22,12,1973,"Rabat, Morocco",Morocco,Transport Accident ,Air ,,EmDat:1973-0145
18,5,1958,"Rabat, Morocco",Morocco,Transport Accident ,Air ,4,EmDat:1958-0046
0,3,2010,"Maputo, Mozambique",Mozambique,Drought ,Drought ,460000,EmDat:2010-9290
0,12,2008,"Maputo, Mozambique",Mozambique,Drought ,Drought ,500000,EmDat:2008-9590
0,8,2007,"Maputo, Mozambique",Mozambique,Drought ,Drought ,520000,EmDat:2007-9343
0,5,2005,"Maputo, Mozambique",Mozambique,Drought ,Drought ,1400000,EmDat:2005-9262
0,1,2003,"Maputo, Mozambique",Mozambique,Drought ,Drought ,119500,EmDat:2003-9035
0,3,2002,"Maputo, Mozambique",Mozambique,Drought ,Drought ,600000,EmDat:2001-9122
0,1,2001,"Maputo, Mozambique",Mozambique,Drought ,Drought ,100000,EmDat:2001-9048
0,4,1998,"Maputo, Mozambique",Mozambique,Drought ,Drought ,,EmDat:1998-9620
0,3,1991,"Maputo, Mozambique",Mozambique,Drought ,Drought ,3300000,EmDat:1990-9604
0,9,1987,"Maputo, Mozambique",Mozambique,Drought ,Drought ,8000,EmDat:1987-9154
0,0,1981,"Maputo, Mozambique",Mozambique,Drought ,Drought ,4750000,EmDat:1981-9016
0,1,1979,"Maputo, Mozambique",Mozambique,Drought ,Drought ,6000000,EmDat:1979-9118
23,2,2006,"Maputo, Mozambique",Mozambique,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1476,EmDat:2006-0100
28,1,2013,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,317,EmDat:2013-0053
0,1,2011,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,325,EmDat:2011-0182
1,1,2010,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,3188,EmDat:2010-0142
0,1,2009,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,19310,EmDat:2009-0661
5,5,2009,"Maputo, Mozambique",Mozambique,Epidemic ,Viral Infectious Diseases ,466,EmDat:2009-0543
1,11,2008,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,19310,EmDat:2008-0543
0,10,2007,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,7547,EmDat:2007-0721
0,1,2006,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,5692,EmDat:2006-0080
7,4,2003,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,1975,EmDat:2003-0679
20,12,2003,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,15237,EmDat:2003-0674
24,2,2003,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,4124,EmDat:2003-0589
1,1,2003,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,2798,EmDat:2003-0054
1,1,2002,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,2028,EmDat:2002-0385
0,8,2001,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,611,EmDat:2001-0551
0,3,2000,"Maputo, Mozambique",Mozambique,Epidemic ,Parasitic Infectious Diseases ,16773,EmDat:2000-0242
0,1,2000,"Maputo, Mozambique",Mozambique,Epidemic ,  ,1810,EmDat:2000-0110
25,1,1998,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,2000,EmDat:1998-0594
15,9,1998,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,600,EmDat:1998-0388
0,6,1997,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,335,EmDat:1997-0544
4,6,1997,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,83,EmDat:1997-0495
13,8,1997,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,26783,EmDat:1997-0288
0,1,1992,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,225673,EmDat:1992-0166
0,11,1990,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,4000,EmDat:1990-0257
0,4,1990,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,,EmDat:1990-0138
0,1,1983,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,5679,EmDat:1983-0020
0,4,1980,"Maputo, Mozambique",Mozambique,Epidemic ,Bacterial Infectious Diseases ,200,EmDat:1980-0040
0,1,2013,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,238302,EmDat:2013-0011
0,3,2011,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,33946,EmDat:2011-0092
0,1,2011,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,30000,EmDat:2011-0072
22,2,2010,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,17000,EmDat:2010-0097
0,2,2009,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,6925,EmDat:2009-0092
28,12,2008,"Maputo, Mozambique",Mozambique,Flood ,General Flood ,3500,EmDat:2008-0628
19,12,2007,"Maputo, Mozambique",Mozambique,Flood ,General flood ,,EmDat:2007-0616
11,12,2007,"Maputo, Mozambique",Mozambique,Flood ,  ,113535,EmDat:2007-0614
20,1,2007,"Maputo, Mozambique",Mozambique,Flood ,General flood ,3500,EmDat:2007-0034
17,1,2007,"Maputo, Mozambique",Mozambique,Flood ,General flood ,285000,EmDat:2007-0020
22,12,2005,"Maputo, Mozambique",Mozambique,Flood ,General flood ,29012,EmDat:2005-0715
25,1,2005,"Maputo, Mozambique",Mozambique,Flood ,General flood ,18825,EmDat:2005-0075
26,3,2003,"Maputo, Mozambique",Mozambique,Flood ,General flood ,15000,EmDat:2003-0233
4,2,2003,"Maputo, Mozambique",Mozambique,Flood ,General flood ,400000,EmDat:2003-0098
1,1,2003,"Maputo, Mozambique",Mozambique,Flood ,Storm surge/coastal flood ,100003,EmDat:2003-0020
18,3,2002,"Maputo, Mozambique",Mozambique,Flood ,General flood ,500,EmDat:2002-0163
0,7,2001,"Maputo, Mozambique",Mozambique,Flood ,  ,200000,EmDat:2001-0767
1,1,2001,"Maputo, Mozambique",Mozambique,Flood ,Storm surge/coastal flood ,549326,EmDat:2001-0019
26,1,2000,"Maputo, Mozambique",Mozambique,Flood ,General flood ,4500000,EmDat:2000-0012
15,1,1999,"Maputo, Mozambique",Mozambique,Flood ,General flood ,70000,EmDat:1999-0071
15,1,1997,"Maputo, Mozambique",Mozambique,Flood ,General flood ,400000,EmDat:1997-0026
0,1,1989,"Maputo, Mozambique",Mozambique,Flood ,  ,,EmDat:1989-0168
0,2,1985,"Maputo, Mozambique",Mozambique,Flood ,General flood ,500000,EmDat:1985-0028
0,2,1981,"Maputo, Mozambique",Mozambique,Flood ,  ,500000,EmDat:1981-0126
0,3,1978,"Maputo, Mozambique",Mozambique,Flood ,  ,200000,EmDat:1978-0040
0,2,1977,"Maputo, Mozambique",Mozambique,Flood ,  ,440000,EmDat:1977-0040
0,0,1975,"Maputo, Mozambique",Mozambique,Flood ,  ,,EmDat:1975-0067
25,1,1975,"Maputo, Mozambique",Mozambique,Flood ,  ,75000,EmDat:1975-0016
29,1,1971,"Maputo, Mozambique",Mozambique,Flood ,General flood ,500000,EmDat:1971-0011
0,2,1967,"Maputo, Mozambique",Mozambique,Flood ,  ,50000,EmDat:1967-0016
15,7,2009,"Maputo, Mozambique",Mozambique,Industrial Accident ,Collapse ,,EmDat:2009-0263
0,3,1985,"Maputo, Mozambique",Mozambique,Industrial Accident ,Fire ,200,EmDat:1985-0040
2,8,1977,"Maputo, Mozambique",Mozambique,Industrial Accident ,Explosion ,,EmDat:1977-0100
0,0,1988,"Maputo, Mozambique",Mozambique,Insect infestation ,  ,,EmDat:1988-0033
21,1,1998,"Maputo, Mozambique",Mozambique,Mass movement wet ,Landslide ,2500,EmDat:1998-0019
22,3,2007,"Maputo, Mozambique",Mozambique,Miscellaneous accident ,Explosion ,450,EmDat:2007-0100
0,3,2012,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,4958,EmDat:2012-0056
18,1,2012,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,40000,EmDat:2012-0006
20,1,2012,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,65000,EmDat:2012-0005
12,1,2011,"Maputo, Mozambique",Mozambique,Storm ,Local storm ,,EmDat:2011-0015
26,3,2009,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,7103,EmDat:2009-0123
8,3,2008,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,220013,EmDat:2008-0111
22,2,2007,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,162770,EmDat:2007-0080
3,3,2003,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,23010,EmDat:2003-0114
25,10,2002,"Maputo, Mozambique",Mozambique,Storm ,  ,4017,EmDat:2002-0670
26,11,2000,"Maputo, Mozambique",Mozambique,Storm ,  ,350,EmDat:2000-0786
18,11,2000,"Maputo, Mozambique",Mozambique,Storm ,  ,750,EmDat:2000-0753
2,4,2000,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,304,EmDat:2000-0178
18,2,2000,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,,EmDat:2000-0107
24,1,1997,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,,EmDat:1997-0013
13,2,1996,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,200000,EmDat:1996-0052
26,3,1994,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,2502000,EmDat:1994-0035
1,3,1988,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,4000,EmDat:1988-0102
26,3,1985,"Maputo, Mozambique",Mozambique,Storm ,  ,,EmDat:1985-0047
28,1,1984,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,350000,EmDat:1984-0018
23,12,1978,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,105000,EmDat:1978-0144
22,10,1977,"Maputo, Mozambique",Mozambique,Storm ,Local storm ,51,EmDat:1977-0126
0,4,1956,"Maputo, Mozambique",Mozambique,Storm ,Tropical cyclone ,,EmDat:1956-0035
5,2,2011,"Maputo, Mozambique",Mozambique,Transport accident ,Water ,78,EmDat:2011-0061
16,11,2010,"Maputo, Mozambique",Mozambique,Transport accident ,Water ,,EmDat:2010-0596
7,6,2010,"Maputo, Mozambique",Mozambique,Transport accident ,Water ,,EmDat:2010-0228
18,8,2009,"Maputo, Mozambique",Mozambique,Transport accident ,Water ,29,EmDat:2009-0331
26,6,2007,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,25,EmDat:2007-0264
19,1,2007,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,19,EmDat:2007-0018
25,9,2006,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,,EmDat:2006-0477
15,7,2004,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,16,EmDat:2004-0347
2,6,2002,"Maputo, Mozambique",Mozambique,Transport Accident ,Water ,,EmDat:2002-0336
25,5,2002,"Maputo, Mozambique",Mozambique,Transport Accident ,Rail ,168,EmDat:2002-0318
23,7,2001,"Maputo, Mozambique",Mozambique,Transport Accident ,Water ,,EmDat:2001-0458
6,9,2000,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,,EmDat:2000-0562
31,12,1996,"Maputo, Mozambique",Mozambique,Transport Accident ,Road ,,EmDat:1996-0433
13,9,1993,"Maputo, Mozambique",Mozambique,Transport Accident ,Rail ,63,EmDat:1993-0410
23,2,1993,"Maputo, Mozambique",Mozambique,Transport Accident ,Water ,,EmDat:1993-0387
17,4,1992,"Maputo, Mozambique",Mozambique,Transport Accident ,Water ,50000,EmDat:1992-0425
5,3,1991,"Maputo, Mozambique",Mozambique,Transport Accident ,Rail ,100,EmDat:1991-0058
17,5,1989,"Maputo, Mozambique",Mozambique,Transport Accident ,Rail ,48,EmDat:1989-0518
7,6,1989,"Maputo, Mozambique",Mozambique,Transport Accident ,Water ,,EmDat:1989-0414
19,10,1986,"Maputo, Mozambique",Mozambique,Transport Accident ,Air ,,EmDat:1986-0314
31,3,1986,"Maputo, Mozambique",Mozambique,Transport Accident ,Air ,,EmDat:1986-0306
3,8,1985,"Maputo, Mozambique",Mozambique,Transport Accident ,Rail ,160,EmDat:1985-0094
1,9,2008,"Maputo, Mozambique",Mozambique,Wildfire ,  ,3023,EmDat:2008-0392
11,11,2012,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,1486,EmDat:2012-0417
24,3,2011,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,21277,EmDat:2011-0090
26,12,2004,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Tsunami ,15700,EmDat:2004-0659
12,7,1995,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1995-0148
5,1,1991,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,160,EmDat:1991-0001
26,12,1941,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1941-0016
4,12,1930,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1930-0017
5,5,1930,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Earthquake (seismic activity) ,Earthquake (ground shaking) ,,EmDat:1930-0006
0,7,2007,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Epidemic ,Viral Infectious Diseases ,,EmDat:2007-0274
1,1,1983,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Epidemic ,Bacterial Infectious Diseases ,800,EmDat:1983-0017
0,0,1963,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Epidemic ,Bacterial Infectious Diseases ,,EmDat:1963-0004
15,7,2012,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General Flood ,85000,EmDat:2012-0319
19,10,2011,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,Flash Flood ,35734,EmDat:2011-0400
14,8,2007,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,61744,EmDat:2007-0409
6,7,2007,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,101920,EmDat:2007-0318
3,5,2007,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,3000,EmDat:2007-0186
11,6,2007,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,,EmDat:2007-0161
15,9,2006,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,10000,EmDat:2006-0544
0,8,2002,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,50000,EmDat:2002-0536
2,6,2001,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,3750,EmDat:2001-0746
0,8,1999,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,Flash flood ,50000,EmDat:1999-0354
21,8,1997,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,137418,EmDat:1997-0177
12,9,1995,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,31945,EmDat:1995-0230
0,5,1992,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,4625,EmDat:1992-0489
13,7,1991,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,359976,EmDat:1991-0168
0,10,1979,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,10000,EmDat:1979-0092
0,9,1977,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,3000,EmDat:1977-0111
0,6,1976,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,200000,EmDat:1976-0156
15,7,1974,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,General flood ,1400000,EmDat:1974-0040
8,9,1970,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,Flash flood ,,EmDat:1970-0046
10,11,1965,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Flood ,  ,,EmDat:1965-0063
24,10,2010,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Industrial Accident ,Fire ,58,EmDat:2010-0561
30,3,1991,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Industrial Accident ,Fire ,,EmDat:1991-0572
12,6,1991,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Industrial Accident ,Poisoning ,123,EmDat:1991-0360
17,6,2010,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Mass Movement Wet ,Landslide ,145000,EmDat:2010-0231
4,7,2009,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Mass Movement Wet ,Landslide ,1351,EmDat:2009-0251
14,9,2005,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Mass movement wet ,Landslide ,16,EmDat:2005-0533
29,12,2011,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Explosion ,65,EmDat:2011-0559
27,1,2004,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,30,EmDat:2004-0681
27,4,1995,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,9131,EmDat:1995-0077
24,1,1994,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,5000,EmDat:1994-0699
9,6,1993,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,10030,EmDat:1993-0499
7,4,1991,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,2850,EmDat:1991-0106
1,2,1990,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,7984,EmDat:1990-0098
27,7,1989,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,9504,EmDat:1989-0138
16,2,1989,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,22324,EmDat:1989-0077
20,3,1988,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,20000,EmDat:1988-0129
16,2,1988,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,22008,EmDat:1988-0085
27,1,1987,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,7200,EmDat:1987-0592
10,12,1987,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,2500,EmDat:1987-0226
4,3,1986,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,21540,EmDat:1986-0040
2,4,1985,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,4050,EmDat:1985-0052
24,3,1984,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,23000,EmDat:1984-0029
23,4,1982,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,2700,EmDat:1982-0054
12,4,1982,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,10000,EmDat:1982-0049
10,5,1981,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,35000,EmDat:1981-0050
16,12,1972,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,20000,EmDat:1972-0066
30,3,1969,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,7615,EmDat:1969-0062
3,3,1965,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,8300,EmDat:1965-0014
0,10,1964,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Miscellaneous accident ,Fire ,3300,EmDat:1964-0057
22,10,2010,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,260049,EmDat:2010-0554
2,5,2008,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,2420000,EmDat:2008-0184
29,4,2006,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,60106,EmDat:2006-0241
19,5,2004,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,25000,EmDat:2004-0235
2,5,1994,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,64970,EmDat:1994-0615
4,5,1982,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,36000,EmDat:1982-0057
17,5,1978,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,132000,EmDat:1978-0070
0,5,1975,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,,EmDat:1975-0139
10,5,1968,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,90000,EmDat:1968-0049
23,10,1967,"Naypyitaw, Republic of the Union of Myanmar",Republic of the Union of Myanmar,Storm ,Tropical cyclone ,27319,EmDat:1967-0068
