depotCity,depotCountry,depotGglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,disasterCity,disasterCountry,disasterGglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Sucre,Bolivia,Bolivia,"Sucre, Bolivia",-19.0195852,-65.2619615,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Gaborone,Botswana,Botswana,"Gaborone, Botswana",-24.658056,25.912222,174,14096
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Brasilia,Brazil,Brazil,"Brasilia - Federal District, Brazil",-15.7941454,-47.8825479,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Sofia,Bulgaria,Bulgaria,"Sofia, Bulgaria",42.6977082,23.3218675,25,2556
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ouagadougou,Burkina Faso,Burkina Faso,"Ouagadougou, Burkina Faso",12.35,-1.516667,85,7541
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bujumbura,Burundi,Burundi,"Bujumbura, Burundi",-3.383333,29.366667,141,11562
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Phnom Penh,Cambodia,Cambodia,"Phnom Penh, Cambodia",11.5448729,104.8921668,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Yaounde,Cameroon,Cameroon,"Yaounde, Cameroon",3.866666999999999,11.516667,117,9900
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ottawa,Canada,Canada,"Ottawa, ON, Canada",45.4215296,-75.69719309999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,George Town,Cayman Islands,Cayman Islands,"George Town, Cayman Islands",19.2869323,-81.3674389,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,N'Djamena,Chad,Chad,"N'Djamena, Chad",12.113056,15.049167,121,10130
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Santiago,Chile,Chile,"Santiago, Santiago Metropolitan Region, Chile",-33.4691199,-70.641997,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bogota,Colombia,Colombia,"Bogota, Bogota, Colombia",4.598056000000001,-74.075833,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Moroni,Comoros,Comoros,"Moroni, Comoros",-11.7172157,43.2473146,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,San Jose,Costa Rica,Costa Rica,"San Jose, Costa Rica",9.9280694,-84.0907246,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Zagreb,Croatia,Croatia,"Zagreb, Croatia",45.8150108,15.981919,16,1768
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Havana,Cuba,Cuba,"Havana, Cuba",23.0540698,-82.34518899999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Nicosia,Cyprus,Nicosia,Nicosia,35.166667,33.366667,81,6487
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Copenhagen,Denmark,Denmark,"Copenhagen, Denmark",55.6760968,12.5683371,14,1498
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Djibouti,Djibouti,Djibouti,Djibouti,11.588333,43.145,105,8953
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Roseau,Dominica,Dominica,"Roseau, Dominica",15.301389,-61.388333,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Quito,Ecuador,Ecuador,"Quito, Ecuador",-0.1806532,-78.4678382,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Cairo,Egypt,Egypt,"Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116,62,5658
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,San Salvador,El Salvador,El Salvador,"San Salvador, El Salvador",13.6929403,-89.2181911,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Malabo,Equatorial Guinea,Equatorial Guinea,"Malabo, Equatorial Guinea",3.75,8.783332999999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Asmara,Eritrea,Eritrea,"Asmara, Eritrea",15.333333,38.933333,92,7947
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tallinn,Estonia,Estonia,"Tallinn, Estonia",59.43696079999999,24.7535746,28,2698
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Addis Ababa,Ethiopia,Ethiopia,"Addis Ababa, Ethiopia",8.9806034,38.7577605,102,8753
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Suva,Fiji,Fiji,"Suva, Fiji",-18.1416,178.4419,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Helsinki,Finland,Finland,"Helsinki, Finland",60.17332440000001,24.9410248,35,3293
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Paris,France,France,"Paris, France",48.856614,2.3522219,5,573
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Cayenne,French Guiana,French Guiana,"Cayenne, French Guiana",4.9227,-52.32689999999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Papeete,French Polynesia,French Polynesia,"Pape'ete, French Polynesia",-17.535,-149.5696,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Libreville,Gabon,Gabon,"Libreville, Gabon",0.3901,9.4544,126,10496
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tbilisi,Georgia,Georgia,"Tbilisi, Georgia",41.716667,44.783333,48,4296
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Berlin,Germany,Germany,"Berlin, Germany",52.52000659999999,13.404954,11,1208
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Accra,Ghana,Ghana,"Accra, Ghana",5.55,-0.2,95,8223
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Athens,Greece,Greece,"Athens, Greece",37.983917,23.7293599,32,3273
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,St. George's,Grenada,Grenada,"Saint Georges, Grenada",12.0560975,-61.7487996,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Hagatna,Guam,Guam,"Hagatna, Guam",13.4708908,144.7512782,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Guatemala City,Guatemala,Guatemala,"Guatemala City, Guatemala",14.613333,-90.53527799999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Conakry,Guinea,Guinea,"Conakry, Guinea",9.509167,-13.712222,73,6681
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Georgetown,Guyana,Guyana,"Georgetown, Guyana",6.8,-58.166667,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Port-au-Prince,Haiti,Haiti,"Port-au-Prince, Haiti",18.533333,-72.333333,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tegucigalpa,Honduras,Honduras,"Tegucigalpa, Honduras",14.0833,-87.2167,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Budapest,Hungary,Hungary,"Budapest, Hungary",47.497912,19.040235,17,1837
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Reykjavik,Iceland,Iceland,"Reykjavik, Iceland",64.133333,-21.933333,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,New Delhi,India,India,"New Delhi, Delhi, India",28.635308,77.22496,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Jakarta,Indonesia,Indonesia,"Jakarta, Indonesia",-6.2087634,106.845599,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Baghdad,Iraq,Iraq,"Baghdad, Iraq",33.325,44.422,56,5200
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Dublin,Ireland,Ireland,"Dublin, Ireland",53.3498053,-6.2603097,6,502
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Jerusalem,Israel,Israel,"Jerusalem, Israel",31.768319,35.21371,54,5030
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Rome,Italy,Italy,"Rome, Italy",41.8723889,12.4801802,18,1991
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kingston,Jamaica,Jamaica,"Kingston, Jamaica",17.983333,-76.8,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tokyo,Japan,Japan,"Tokyo, Japan",35.6894875,139.6917064,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Amman,Jordan,Jordan,"Amman, Jordan",31.9565783,35.9456951,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Astana,Kazakhstan,Kazakhstan,"Astana 020000, Kazakhstan",51.180556,71.461111,64,5760
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Nairobi,Kenya,Kenya,"Nairobi, Kenya",-1.2920659,36.8219462,125,10329
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tarawa,Kiribati,Kiribati,"Bairiki, Kiribati",1.3290526,172.9790528,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kuwait City,Kuwait,Kuwait,"Kuwait City, Kuwait",29.369722,47.978333,61,5839
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bishkek,Kyrgyzstan,Kyrgyzstan,"Bishkek, Kyrgyzstan",42.874722,74.61222200000002,78,6739
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Riga,Latvia,Latvia,"Riga, Latvia",56.9496487,24.1051864,24,2390
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Beirut,Lebanon,Lebanon,"Beirut, Lebanon",33.8886289,35.4954794,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Maseru,Lesotho,Lesotho,"Maseru, Lesotho",-29.31,27.48,179,14654
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Monrovia,Liberia,Liberia,"Monrovia, Liberia",6.313333,-10.801389,83,7495
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Vilnius,Lithuania,Lithuania,"Vilnius, Lithuania",54.6871555,25.2796514,21,2194
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Luxembourg,Luxembourg,Luxembourg,"Luxemburg City, Luxembourg",49.61162100000001,6.1319346,6,694
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Antananarivo,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.933333,47.516667,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Lilongwe,Malawi,Malawi,"Lilongwe, Malawi",-13.983333,33.783333,149,12221
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kuala Lumpur,Malaysia,Malaysia,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.139003,101.686855,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Male,Maldives,Maldives,"Male, Maldives",4.175278,73.50888900000001,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bamako,Mali,Mali,"Bamako, Mali",12.65,-8,74,6693
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Valletta,Malta,Malta,"Valletta, Malta",35.8989085,14.5145528,31,3004
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Nouakchott,Mauritania,Mauritania,"Nouakchott, Mauritania",18.1,-15.95,54,5245
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Port Louis,Mauritius,Mauritius,"Port Louis, Mauritius",-20.166667,57.516667,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Mexico City,Mexico,Mexico,"Mexico City, Federal District, Mexico",19.4326077,-99.133208,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ulaanbaatar,Mongolia,Mongolia,"Ulaanbaatar, Mongolia",47.91999999999999,106.92,108,8966
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Podgorica,Montenegro,Montenegro,"Podgorica, Montenegro",42.441044,19.262825,24,2463
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Plymouth,Montserrat,Montserrat,"Plymouth, Montserrat",16.706523,-62.21573799999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Rabat,Morocco,Morocco,"Rabat, Morocco",33.9715904,-6.8498129,26,2815
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Maputo,Mozambique,Mozambique,"Maputo, Mozambique",-25.966667,32.583333,174,14140
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Naypyidaw,Myanmar,Republic of the Union of Myanmar,"Naypyitaw, Republic of the Union of Myanmar",19.75,96.10000000000001,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Windhoek,Namibia,Namibia,"Windhoek, Namibia",-22.57,17.083611,179,14388
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kathmandu,Nepal,Nepal,"Kathmandu 44600, Nepal",27.7,85.333333,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Amsterdam,Netherlands,The Netherlands,"Amsterdam, The Netherlands",52.3702157,4.895167900000001,6,648
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Noumea,New Caledonia,New Caledonia,"Noumea, New Caledonia",-22.2758,166.458,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Wellington,New Zealand,New Zealand,"Wellington, New Zealand",-41.2864603,174.776236,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Managua,Nicaragua,Nicaragua,"Managua, Nicaragua",12.136389,-86.251389,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Niamey,Niger,Niger,"Niamey, Niger",13.521389,2.105278,92,8051
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Abuja,Nigeria,Nigeria,"Abuja, Nigeria",9.066666999999999,7.483333000000001,103,8849
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Alofi,Niue,Niue,"Alofi, Niue",-19.0553711,-169.9178709,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Oslo,Norway,Norway,"Oslo, Norway",59.9138688,10.7522454,19,2092
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Muscat,Oman,Oman,"Muscat, Oman",23.61,58.54,77,7460
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Islamabad,Pakistan,Pakistan,"Islamabad, Pakistan",33.7293882,73.0931461,88,7522
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ngerulmud,Palau,Palau,Palau,7.514979999999999,134.58252,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Panama City,Panama,Panama,Panama,8.983333,-79.516667,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Port Moresby,Papua New Guinea,Papua New Guinea,"Port Moresby, Papua New Guinea",-9.443800399999999,147.1802671,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Asuncion,Paraguay,Paraguay,"Asuncion, Paraguay",-25.282197,-57.63509999999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Lima,Peru,Peru,"Lima, Peru",-12.046374,-77.0427934,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Manila,Philippines,Philippines,"Manila, Philippines",14.5995124,120.9842195,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Warsaw,Poland,Poland,"Warsaw, Poland",52.2296756,21.0122287,15,1745
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Lisbon,Portugal,Portugal,"Lisbon, Portugal",38.7222524,-9.1393366,21,2296
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,San Juan,Puerto Rico,Puerto Rico,"San Juan, Puerto Rico",18.4663338,-66.1057217,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Doha,Qatar,Qatar,"Doha, Qatar",25.286667,51.533333,69,6637
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bucharest,Romania,Romania,"Bucharest, Romania",44.4325,26.103889,26,2651
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Moscow,Russia,Russia,"Moscow, Russia",55.755826,37.6173,30,2989
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kigali,Rwanda,Rwanda,"Kigali, Rwanda",-1.943889,30.059444,137,11262
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Apia,Samoa,Samoa,"Apia, Samoa",-13.833333,-171.75,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Riyadh,Saudi Arabia,Saudi Arabia,Riyadh Saudi Arabia,24.633333,46.716667,68,6562
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Dakar,Senegal,Senegal,"Dakar, Senegal",14.7645042,-17.3660286,62,5756
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Belgrade,Serbia,Serbia,"Belgrade, Serbia",44.816667,20.466667,20,2160
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Victoria,Seychelles,Seychelles,"Victoria, Seychelles",-4.6167,55.45,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Freetown,Sierra Leone,Sierra Leone,"Freetown, Sierra Leone",8.484444,-13.234444,78,6945
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Singapore,Singapore,Singapore,Singapore,1.2800945,103.8509491,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bratislava,Slovakia,Slovakia,"Bratislava, Slovakia",48.1458923,17.1071373,15,1674
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ljubljana,Slovenia,Slovenia,"Ljubljana, Slovenia",46.0569465,14.5057515,15,1675
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Mogadishu,Somalia,Somalia,"Mogadishu, Somalia",2.033333,45.35,126,10153
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Pretoria,South Africa,South Africa,"Pretoria, South Africa",-25.746111,28.188056,174,14180
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Madrid,Spain,Spain,"Madrid, Spain",40.4167754,-3.7037902,16,1832
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Sri Jayawardenapura Kotte,Sri Lanka,Sri Lanka,"Sri Jayawardenepura Kotte, Sri Lanka",6.8940701,79.9024779,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Khartoum,Sudan,Sudan,"Khartoum, Sudan",15.566667,32.516667,88,7728
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Paramaribo,Suriname,Suriname,"Paramaribo, Suriname",5.8520355,-55.2038278,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Mbabane,Swaziland,Swaziland,"Mbabane, Swaziland",-26.316667,31.133333,176,14356
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Stockholm,Sweden,Sweden,"Stockholm, Sweden",59.32932349999999,18.0685808,20,2143
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bern,Switzerland,Switzerland,"Berne, Switzerland",46.9479222,7.444608499999999,10,1090
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Dushanbe,Tajikistan,Tajikistan,"Dushanbe, Tajikistan",38.536667,68.78,79,6836
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Bangkok,Thailand,Thailand,"Bangkok, Thailand",13.7278956,100.5241235,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Lome,Togo,Togo,"Lome, Togo",6.137778,1.2125,98,8480
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Nuku`alofa,Tonga,Tonga,"Nuku'alofa, Tonga",-21.133333,-175.2,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Port of Spain,Trinidad and Tobago,Trinidad and Tobago,"Port of Spain, Trinidad and Tobago",10.666667,-61.51666700000001,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tunis,Tunisia,Tunisia,"Tunis, Tunisia",36.8064948,10.1815316,38,3244
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ankara,Turkey,Turkey,"Ankara/Ankara Province, Turkey",39.92077,32.85411,35,3567
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Ashgabat,Turkmenistan,Turkmenistan,"Ashgabat, Turkmenistan",37.933333,58.366667,72,6596
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Funafuti,Tuvalu,Tuvalu,"Funafuti, Tuvalu",-8.516667,179.216667,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kampala,Uganda,Uganda,"Kampala, Uganda",0.313611,32.581111,130,10753
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Kiev,Ukraine,Ukraine,"Kiev, Kyiv city, Ukraine",50.4501,30.5234,25,2506
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Abu Dhabi,United Arab Emirates,United Arab Emirates,Abu Dhabi - United Arab Emirates,24.466667,54.36666700000001,72,7015
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,"Washington, D.C.",United States,United States,"Washington, DC, USA",38.9071923,-77.0368707,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Montevideo,Uruguay,Uruguay,"Montevideo, Uruguay",-34.883611,-56.18194399999999,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Tashkent,Uzbekistan,Uzbekistan,"Tashkent, Uzbekistan",41.266667,69.216667,73,6427
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Port Vila,Vanuatu,Vanuatu,"Port Vila, Vanuatu",-17.7332512,168.3273245,1000000.0,1000000.0
Bicester,United Kingdom,United Kingdom,"Bicester, Oxfordshire, UK",51.899603,-1.1535899,Caracas,Venezuela,Venezuela,"Caracas, Venezuela",10.5,-66.916667,1000000.0,1000000.0
