gglCountryAscii,gglAddressAscii,gglLat,gglLong
Michigan,Ontonagon County,46.872791299999996,-89.31311889999998
Michigan,Delta County,45.71241420000001,-86.98441749999998
North Dakota,McKenzie County,47.7714179,-103.4122495
North Dakota,Foster County,47.4991972,-98.874618
Georgia,Rockdale County,33.6752492,-84.03788940000003
Georgia,Twiggs County,32.68356,-83.46435509999998
Georgia,Toombs County,32.0795072,-82.34518899999998
Georgia,Crisp County,31.8875724,-83.804868
Georgia,Coweta County,33.3716708,-84.7315563
Georgia,Peach County,32.5892926,-83.8260884
Georgia,Telfair County,31.8907647,-82.99316069999998
Georgia,Terrell County,31.7370079,-84.4802606
Georgia,Oglethorpe County,33.911973100000004,-83.03613759999998
Georgia,Dougherty County,31.5439375,-84.2278796
Georgia,Schley County,32.2736136,-84.31212640000003
Georgia,Troup County,33.0698575,-85.02334599999998
Georgia,Wheeler County,32.0999794,-82.6915429
Texas,Galveston County,29.37634989999999,-94.8520636
Texas,Colorado County,29.537864799999998,-96.4929797
Texas,Lavaca County,29.33590539999999,-96.8350999
Texas,San Augustine County,31.4699363,-94.1513764
Texas,Grimes County,30.4829853,-95.98325770000001
Texas,Nacogdoches County,31.6353071,-94.645035
Georgia,Effingham County,32.378147999999996,-81.38393260000002
Georgia,Colquitt County,31.207285600000002,-83.8473015
Florida,Brevard County,28.263933,-80.7214417
Texas,Waller County,29.975162899999997,-96.0255738
Georgia,Bulloch County,32.3595678,-81.77870209999998
Georgia,Tift County,31.420559700000002,-83.54965659999998
California,Amador County,38.3488921,-120.77409309999999
Georgia,Chatham County,31.999419399999997,-81.1196075
California,El Dorado County,38.74263759999999,-120.4357631
California,Kings County,36.0988489,-119.88152029999999
California,Placer County,39.0915751,-120.80394740000001
California,Sacramento County,38.47467,-121.35416310000001
California,Mariposa County,37.4893626,-119.9679294
California,San Francisco County,37.7749295,-122.4194155
California,Mono County,37.9218608,-118.9528645
California,Inyo County,36.309186499999996,-117.54958459999999
California,Tuolumne County,38.029655,-119.9740534
North Dakota,Bottineau County,48.78207329999999,-100.74863359999999
South Dakota,Brule County,43.6572515,-99.10134980000001
South Dakota,Haakon County,44.2671365,-101.5248055
South Dakota,Faulk County,45.0827008,-99.1531325
South Dakota,Hyde County,44.5334083,-99.45615500000001
South Dakota,Lyman County,43.901669399999996,-99.8124935
South Dakota,Meade County,44.4415188,-102.68550690000001
South Dakota,Tripp County,43.2236446,-99.7232673
South Dakota,Pennington County,43.89011110000001,-102.25479190000001
South Dakota,Stanley County,44.338626399999995,-100.80000509999999
South Dakota,Walworth County,45.381146,-100.09443359999999
Kentucky,Jessamine County,37.895573,-84.56414699999998
Kentucky,Laurel County,37.0693489,-84.1857115
Oklahoma,Beckham County,35.2687266,-99.634135
Oklahoma,Harmon County,34.7305114,-99.8124935
Kentucky,Breckinridge County,37.798200200000004,-86.4592091
Kentucky,Rowan County,38.177068,-83.46435509999998
Kentucky,Elliott County,38.1575088,-83.12200740000002
Oklahoma,Tillman County,34.4478348,-98.9245343
Virginia,Halifax County,36.6945049,-78.92882420000002
Minnesota,Clearwater County,47.72007869999999,-95.3105661
West Virginia,Mineral County,39.40689879999999,-78.8835548
Minnesota,Wilkin County,46.4087398,-96.5018468
Oregon,Wasco County,45.06000510000001,-121.2375122
Minnesota,Crow Wing County,46.5957987,-94.1401699
Vermont,Orleans County,44.8905506,-72.2603468
Minnesota,Beltrami County,48.037003799999994,-94.8289239
Ohio,Scioto County,38.861065,-82.99316069999998
West Virginia,Nicholas County,38.330771399999996,-80.7657804
Minnesota,Wadena County,46.6415934,-94.936044
Minnesota,Hubbard County,47.1860527,-94.9411423
Minnesota,Itasca County,47.5507924,-93.5683651
Oklahoma,Greer County,34.9338651,-99.45615500000001
Georgia,Banks County,34.378541999999996,-83.46435509999998
Georgia,Barrow County,34.0142667,-83.6986568
Georgia,Gwinnett County,33.9190653,-84.01674229999998
Georgia,Forsyth County,34.2358502,-84.14351359999998
North Carolina,Watauga County,36.194182500000004,-81.73494199999998
Georgia,Haralson County,33.8021715,-85.1900684
Florida,Palm Beach County,26.651450300000004,-80.27673270000003
Georgia,Paulding County,33.9142037,-84.8984775
North Carolina,Swain County,35.4328955,-83.46435509999998
North Carolina,Transylvania County,35.2190534,-82.7778579
Florida,St. Lucie County,27.322556300000002,-80.54384499999998
North Carolina,Ashe County,36.4339674,-81.47183869999998
North Carolina,Avery County,36.1198414,-81.909826
Georgia,Towns County,34.9208214,-83.7199136
North Carolina,Yancey County,35.888897,-82.34518899999998
Washington,Cowlitz County,46.1746472,-122.7746902
Pennsylvania,Elk County,41.4284924,-78.5660852
Pennsylvania,Juniata County,40.55216420000001,-77.42429720000001
Pennsylvania,Clarion County,41.1982095,-79.4703885
Pennsylvania,Huntingdon County,40.4155273,-78.0195387
Pennsylvania,Forest County,41.53410119999999,-79.24511489999998
Pennsylvania,McKean County,41.8133351,-78.4751945
Pennsylvania,Bradford County,41.83625019999999,-76.5488232
Pennsylvania,Blair County,40.453131799999994,-78.38422270000002
Pennsylvania,Indiana County,40.68507620000001,-79.1096901
Maryland,Cecil County,39.5739403,-75.94632399999998
Maryland,Allegany County,39.6255251,-78.61149990000001
Pennsylvania,Venango County,41.38966110000001,-79.82967430000002
Pennsylvania,Tioga County,41.76494659999999,-77.28648790000003
Maryland,Garrett County,39.568124299999994,-79.29021329999998
West Virginia,Pleasants County,39.3761707,-81.1416691
New York,Cattaraugus County,42.23181320000001,-78.74762079999998
New York,Schenectady County,42.8493445,-73.98300290000002
New York,Tompkins County,42.4575747,-76.5488232
New York,Herkimer County,43.16305870000001,-74.8741045
New York,Yates County,42.64308459999999,-77.1485163
New York,Albany County,42.57567969999999,-73.93598209999998
West Virginia,Hampshire County,39.3349019,-78.5660852
New York,Chemung County,42.1362071,-76.7798172
New York,Chenango County,42.497231400000004,-75.62080879999998
New York,Rensselaer County,42.673664,-73.55941279999998
New York,St. Lawrence County,44.44731420000001,-74.93020600000001
New York,Otsego County,42.5779779,-75.06111469999998
West Virginia,Greenbrier County,38.019847799999994,-80.54384499999998
Maryland,Frederick County,39.3844507,-77.4701972
New York,Broome County,42.1791865,-75.8533954
New York,Ontario County,42.85098379999999,-77.28648790000003
New York,Saratoga County,43.0324245,-73.93598209999998
West Virginia,Hardy County,39.0416116,-78.92882420000002
New York,Onondaga County,43.026819,-76.17837390000003
New York,Dutchess County,41.778437200000006,-73.74778570000002
New York,Ulster County,41.858649299999996,-74.31182120000003
New York,Cayuga County,42.7655231,-76.5488232
New York,Schoharie County,42.65503349999999,-74.4994517
West Virginia,Brooke County,40.269775700000004,-80.5660657
West Virginia,Pendleton County,38.74517669999999,-79.29021329999998
West Virginia,Berkeley County,39.4885604,-78.0651931
New York,Cortland County,42.5440918,-75.9927652
West Virginia,Tucker County,39.108380600000004,-79.6502105
West Virginia,Preston County,39.4372135,-79.6502105
West Virginia,Wetzel County,39.56559779999999,-80.6770787
Ohio,Gallia County,38.8619254,-82.34518899999998
West Virginia,Raleigh County,37.738159700000004,-81.2518833
West Virginia,Summers County,37.581206200000004,-80.85438470000003
Virginia,Bland County,37.092498600000006,-81.1196075
Oregon,Josephine County,42.344757200000004,-123.4568737
Virginia,Shenandoah County,38.8413778,-78.5660852
Virginia,Alleghany County,37.8531975,-80.0534923
Oregon,Umatilla County,45.7750424,-118.7606453
Oregon,Hood River County,45.5605475,-121.6378798
Oregon,Deschutes County,43.83251,-121.2616541
Washington,Asotin County,46.146012299999995,-117.20852079999999
Oregon,Multnomah County,45.5145659,-122.58632109999999
Oregon,Wallowa County,45.592984,-116.9717994
Virginia,Loudoun County,39.076767,-77.6536125
Oregon,Gilliam County,45.4565608,-120.1802024
Virginia,Wythe County,36.9484414,-81.08484770000003
Washington,Klickitat County,45.888824,-120.9711029
Washington,Skamania County,45.9428524,-121.8962257
Vermont,Bennington County,43.0278745,-73.13496049999998
Washington,Walla Walla County,46.23698419999999,-118.5854769
Idaho,Benewah County,47.2437836,-116.64994250000001
Idaho,Kootenai County,47.7568407,-116.62220559999999
Idaho,Latah County,46.7360364,-116.67641950000001
Idaho,Idaho County,44.0682019,-114.74204080000001
Idaho,Bonner County,48.2751783,-116.5931483
Idaho,Boundary County,48.7987617,-116.56270649999999
Idaho,Shoshone County,47.1746948,-115.9104676
Idaho,Nez Perce County,46.41818139999999,-116.622876
Vermont,Rutland County,43.6448675,-72.99329689999998
Montana,Missoula County,47.0240503,-113.6869923
Montana,Ravalli County,46.017463899999996,-114.1817423
Montana,Meagher County,46.620195,-110.8848271
Montana,Deer Lodge County,46.10953139999999,-113.02122469999999
Montana,Silver Bow County,45.880429299999996,-112.5843056
Montana,Chouteau County,48.0033098,-110.47379579999999
Montana,Park County,45.4788485,-110.60825220000001
Montana,Lewis and Clark County,47.2963974,-112.4029787
Montana,Powell County,46.931144700000004,-112.9745473
Montana,Gallatin County,45.5388865,-111.11942309999999
Montana,Sanders County,47.61094629999999,-115.13169440000001
Indiana,Hendricks County,39.8064942,-86.54006740000001
Montana,Phillips County,48.4519289,-107.87777790000001
West Virginia,Upshur County,38.8696797,-80.23213129999998
West Virginia,Mingo County,37.76078010000001,-82.1713632
Montana,Flathead County,48.424152,-114.15315
Montana,Toole County,48.697424700000006,-111.6408212
Minnesota,Chisago County,45.524828,-92.9550305
West Virginia,McDowell County,37.3860467,-81.64734399999998
Minnesota,Red Lake County,47.8770338,-96.1345641
Minnesota,Lake of the Woods County,48.694385499999996,-94.9265474
Minnesota,Koochiching County,48.1816012,-93.648322
Kentucky,Bullitt County,37.9842107,-85.684578
North Carolina,Pender County,34.5170729,-77.8367282
North Carolina,Columbus County,34.2548658,-78.74762079999998
North Carolina,Pamlico County,35.1337865,-76.68747009999998
Michigan,Saginaw County,43.4044253,-84.01674229999998
North Carolina,Chowan County,36.1354131,-76.6181655
North Carolina,Beaufort County,35.46135039999999,-76.91820969999998
North Carolina,Carteret County,34.9019263,-76.5488232
Michigan,Lapeer County,43.048243299999996,-83.1649001
North Carolina,Duplin County,34.8840095,-78.0195387
North Carolina,Bladen County,34.5882404,-78.5660852
Illinois,DuPage County,41.8243831,-88.0900762
North Carolina,Pitt County,35.55892210000001,-77.42429720000001
Michigan,Tuscola County,43.530114399999995,-83.5070203
North Carolina,New Hanover County,34.2154913,-77.88245959999998
North Carolina,Craven County,35.0877672,-77.0564464
Indiana,Whitley County,41.1136133,-85.52002399999998
Michigan,Sanilac County,43.40690410000001,-82.7347142
North Carolina,Onslow County,34.6540094,-77.4701972
North Carolina,Brunswick County,34.0275398,-78.2020387
North Carolina,Lenoir County,35.2326725,-77.6077865
West Virginia,Cabell County,38.43919270000001,-82.25832969999998
West Virginia,Monongalia County,39.6695849,-79.96403389999998
West Virginia,Braxton County,38.7023371,-80.7214417
North Carolina,Edgecombe County,35.8840053,-77.6536125
North Carolina,Person County,36.352822100000004,-78.92882420000002
North Carolina,Alamance County,36.011738799999996,-79.42537759999998
North Carolina,Hertford County,36.37617720000001,-77.0564464
North Carolina,Robeson County,34.638385799999995,-79.1096901
North Carolina,Nash County,35.9597948,-77.973865
North Carolina,Granville County,36.2799451,-78.61149990000001
North Carolina,Durham County,36.0221805,-78.90312790000002
North Carolina,Guilford County,36.0899873,-79.82967430000002
North Carolina,Bertie County,36.0245185,-76.96430600000002
North Carolina,Harnett County,35.35786480000001,-78.8835548
North Carolina,Anson County,34.9054732,-80.1875065
North Carolina,Buncombe County,35.59313770000001,-82.4752757
North Carolina,Hoke County,35.04324879999999,-79.24511489999998
North Carolina,Caswell County,36.3860217,-79.29021329999998
North Carolina,Sampson County,34.91975479999999,-78.38422270000002
North Carolina,Vance County,36.34790570000001,-78.42971870000002
North Carolina,Wake County,35.8031909,-78.5660852
North Carolina,Stanly County,35.30145540000001,-80.23213129999998
Virginia,Amelia County,37.3212714,-77.973865
Virginia,Mathews County,37.3912302,-76.317414
Virginia,Greensville County,36.60568860000001,-77.6077865
Virginia,New Kent County,37.4653757,-76.96430600000002
Virginia,Gloucester County,37.4128281,-76.50257420000001
Virginia,King and Queen County,37.7298568,-76.8951551
Virginia,King George County,38.237286299999994,-77.1485163
Virginia,Charles City County,37.4018216,-77.1485163
Virginia,Chesterfield County,37.3673217,-77.6077865
Virginia,Isle of Wight County,36.9288915,-76.68747009999998
Virginia,Mecklenburg County,36.6421724,-78.38422270000002
Virginia,Lunenburg County,36.92614349999999,-78.24761459999998
Virginia,James City County,37.3002132,-76.8028933
Virginia,Dinwiddie County,37.076904299999995,-77.6536125
Virginia,King William County,37.73721210000001,-77.1485163
Virginia,Henrico County,37.50593320000001,-77.3324425
Virginia,Nottoway County,37.1148487,-78.0195387
Virginia,Prince George County,37.15930520000001,-77.2405153
Virginia,Powhatan County,37.5643209,-77.88245959999998
Virginia,Surry County,37.1185515,-76.8720961
Virginia,Prince William County,38.7838939,-77.6077865
South Carolina,Dillon County,34.35960120000001,-79.42537759999998
South Carolina,Williamsburg County,33.62936060000001,-79.6502105
South Carolina,Georgetown County,33.4213399,-79.29021329999998
South Carolina,Horry County,33.919656700000004,-78.92882420000002
Idaho,Boise County,43.9604787,-115.85631059999999
Idaho,Valley County,44.9204669,-115.7926381
Idaho,Gem County,44.0324936,-116.35892450000001
Nevada,Carson City,39.1637984,-119.76740339999999
Nevada,Churchill County,39.662667799999994,-118.4863963
Idaho,Owyhee County,42.6827359,-116.0622892
Nevada,Storey County,39.4089847,-119.55716770000001
Idaho,Camas County,43.5093688,-114.82436650000001
Idaho,Payette County,44.02051850000001,-116.7205398
Nevada,Washoe County,40.56083870000001,-119.60354950000001
South Dakota,Oglala Lakota County,43.2437442,-102.62162109999998
South Dakota,Bennett County,43.12235769999999,-101.61577729999999
South Dakota,Perkins County,45.3888403,-102.3224309
South Dakota,Fall River County,43.224027899999996,-103.4511768
South Dakota,Mellette County,43.516973799999995,-100.70978670000001
North Dakota,Bowman County,46.0945462,-103.556038
North Dakota,Billings County,47.0560305,-103.3906121
North Dakota,Mountrail County,48.2169859,-102.326433
North Dakota,Slope County,46.4129398,-103.5021012
South Dakota,Todd County,43.2115664,-100.70978670000001
North Dakota,Golden Valley County,47.0077031,-103.7914154
North Dakota,Ward County,48.21474509999999,-101.58052559999999
Minnesota,Sherburne County,45.4644612,-93.7298983
Minnesota,Stearns County,45.584479200000004,-94.5865603
Washington,Okanogan County,48.58968309999999,-119.65221399999999
Arkansas,Baxter County,36.3261815,-92.3813621
Arkansas,Independence County,35.8174139,-91.5983959
Kentucky,Bracken County,38.7117016,-84.05902900000002
Kentucky,Ballard County,37.0359869,-89.0179332
Arkansas,Woodruff County,35.1215846,-91.135302
Arkansas,Lonoke County,34.75916470000001,-91.9099238
Kentucky,Calloway County,36.6402766,-88.28504199999998
Arkansas,Craighead County,35.8260959,-90.6773046
Kentucky,Carlisle County,36.8206685,-88.9796776
Arkansas,Cross County,35.29989129999999,-90.8294002
Arkansas,Poinsett County,35.6078586,-90.6393702
Kentucky,Barren County,36.9676836,-85.84862360000002
Kentucky,Boyle County,37.6526034,-84.8150781
Kentucky,Bourbon County,38.217075200000004,-84.2278796
Kentucky,Crittenden County,37.3673645,-88.0900762
Kentucky,Edmonson County,37.1941682,-86.21584969999998
Kentucky,Graves County,36.688772799999995,-88.71089640000002
Kentucky,Greenup County,38.5665695,-82.95015579999998
Kentucky,Fleming County,38.3987633,-83.67739279999998
Kentucky,Estill County,37.6975384,-83.9744262
Kentucky,Hopkins County,37.3153093,-87.5791287
Kentucky,Oldham County,38.3560025,-85.47880649999998
Kentucky,Letcher County,37.12535099999999,-82.8640623
Kentucky,Larue County,37.5189552,-85.7256372
Kentucky,Menifee County,37.9335368,-83.63484299999998
Kentucky,Trigg County,36.84736420000001,-87.77633329999998
Kentucky,Leslie County,37.0698286,-83.37893890000002
Kentucky,Kenton County,38.9863872,-84.56414699999998
Kentucky,Muhlenberg County,37.17725009999999,-87.14228949999998
Kentucky,Knott County,37.3461117,-82.99316069999998
Kentucky,Hart County,37.3101304,-85.84862360000002
Kentucky,Metcalfe County,37.0032438,-85.64348700000002
Kentucky,Woodford County,38.0721662,-84.7315563
West Virginia,Kanawha County,38.2556905,-81.42789839999998
West Virginia,Wirt County,39.04360930000001,-81.38393260000002
Minnesota,Anoka County,45.329283200000006,-93.2197005
Minnesota,Hennepin County,45.0208911,-93.5094574
Minnesota,Morrison County,45.984647499999994,-94.052545
Arkansas,Searcy County,35.9721,-92.69838680000001
Arkansas,Drew County,33.5156463,-91.75388170000001
Idaho,Bonneville County,43.450868299999996,-111.54552890000001
Arkansas,St. Francis County,34.9926533,-90.71527490000001
Idaho,Bingham County,43.2112303,-112.3624146
Texas,Real County,29.885145899999998,-99.8124935
Texas,Goliad County,28.567370899999997,-97.3516558
Texas,Blanco County,30.350051099999998,-98.3964938
Michigan,Oakland County,42.59219239999999,-83.33618799999998
Montana,Wheatland County,46.492289299999996,-109.84185919999999
Texas,Kimble County,30.4338473,-99.8124935
Texas,San Saba County,31.238909000000003,-98.7481167
Montana,Prairie County,46.7980893,-105.4045355
Montana,Yellowstone County,45.78565769999999,-108.43438049999999
Montana,Stillwater County,45.70010960000001,-109.3922403
Texas,Bandera County,29.74041350000001,-99.2785583
Texas,Uvalde County,29.3342663,-99.8124935
Michigan,Genesee County,43.0777289,-83.67739279999998
Montana,Treasure County,46.210666700000004,-107.25860959999999
Montana,Judith Basin County,47.060936700000006,-110.25771090000002
Montana,Musselshell County,46.4218783,-108.4064758
Montana,Sweet Grass County,45.76727959999999,-109.8979908
Montana,Broadwater County,46.269372600000004,-111.45197160000001
Texas,Bexar County,29.420076300000005,-98.5721016
Michigan,Macomb County,42.7168759,-82.82097399999998
Montana,Roosevelt County,48.285023100000004,-105.10992309999999
Texas,Guadalupe County,29.647730699999997,-97.87216
Colorado,Baca County,37.394731,-102.5298028
Colorado,Larimer County,40.6955572,-105.5943388
Minnesota,Isanti County,45.630137899999994,-93.2537327
Colorado,Elbert County,39.35370040000001,-104.19309179999999
Colorado,Clear Creek County,39.6904464,-105.6412527
Colorado,Prowers County,37.84337560000001,-102.25479190000001
Colorado,Crowley County,38.2498631,-103.82162609999999
Colorado,Otero County,37.939766299999995,-103.63627149999999
Nebraska,Kimball County,41.1856601,-103.63627149999999
Nebraska,Banner County,41.500766,-103.63627149999999
Colorado,Weld County,40.3920718,-104.7158226
Nebraska,Cheyenne County,41.2509264,-103.0817903
Nebraska,Scotts Bluff County,41.8140936,-103.63627149999999
Florida,Hardee County,27.4501733,-81.82243620000001
Florida,St. Johns County,29.9719419,-81.42789839999998
Florida,Okeechobee County,27.34620150000001,-80.89865019999998
Florida,Highlands County,27.340028600000004,-81.34002679999998
Florida,Flagler County,29.4086072,-81.2518833
New Mexico,De Baca County,34.2734196,-104.37919120000001
New Mexico,Chaves County,33.4757392,-104.4723301
New Mexico,Torrance County,34.678431700000004,-105.9699878
New Mexico,Quay County,34.9569924,-103.7289167
New Mexico,Mora County,35.9742154,-105.3300508
Kentucky,McCreary County,36.6973499,-84.4802606
Kentucky,Garrard County,37.6413234,-84.56414699999998
Georgia,Echols County,30.7503289,-82.95015579999998
Georgia,Ben Hill County,31.7664035,-83.2077645
Georgia,Brantley County,31.1510963,-81.9971108
Georgia,Glynn County,31.262416899999998,-81.6035062
Georgia,Bleckley County,32.4087854,-83.37893890000002
Georgia,Candler County,32.4241804,-82.08429009999998
Georgia,Charlton County,30.791736100000005,-82.08429009999998
Georgia,Evans County,32.1427011,-81.909826
Georgia,Irwin County,31.5893221,-83.29340859999998
Georgia,Treutlen County,32.3870233,-82.5834947
Georgia,Long County,31.775554100000004,-81.82243620000001
Georgia,Tattnall County,32.0634576,-82.08429009999998
Tennessee,Loudon County,35.73744110000001,-84.31212640000003
Oregon,Crook County,44.0978126,-120.09636540000001
Florida,Indian River County,27.6947732,-80.54384499999998
Michigan,Newaygo County,43.55935820000001,-85.76666449999998
Michigan,Ionia County,42.9892119,-85.02334599999998
Michigan,Muskegon County,43.245228,-86.20332900000002
Michigan,Gratiot County,43.2836505,-84.68974949999998
Michigan,Montcalm County,43.3057341,-85.18940450000002
Michigan,Oceana County,43.638892,-86.390491
Ohio,Guernsey County,40.0731129,-81.42789839999998
Ohio,Coshocton County,40.27358230000001,-81.9534815
Michigan,Shiawassee County,42.949754,-84.1857115
Ohio,Pickaway County,39.687828,-82.99316069999998
West Virginia,Ritchie County,39.18223029999999,-81.03129890000002
Ohio,Sandusky County,41.3559092,-83.12200740000002
Ohio,Tuscarawas County,40.3978972,-81.42789839999998
West Virginia,Doddridge County,39.2367791,-80.6770787
Texas,Bee County,28.3624206,-97.6982272
Texas,Andrews County,32.342627,-102.71351209999999
Wisconsin,Sheboygan County,43.709267,-87.940771
Texas,Brewster County,29.662993800000002,-103.3587288
Texas,Baylor County,33.537392600000004,-99.2785583
Texas,Atascosa County,28.8661281,-98.5721016
Texas,Camp County,32.9567043,-94.9974461
Texas,Childress County,34.5257527,-100.17032569999999
Texas,Collingsworth County,35.035162299999996,-100.3497895
Texas,Dimmit County,28.411651399999997,-99.8124935
Texas,Crane County,31.4654966,-102.5298028
Texas,Glasscock County,31.912308000000003,-101.61577729999999
Texas,Ector County,31.8246483,-102.5298028
Texas,Foard County,33.986582500000004,-99.76786870000001
Texas,Hartley County,35.86479569999999,-102.5298028
Texas,Culberson County,31.347766999999997,-104.4723301
Texas,Donley County,34.9875355,-100.8903099
Texas,Gray County,35.3352558,-100.8903099
Texas,Frio County,28.831355,-99.10134980000001
Texas,Coke County,31.82776629999999,-100.5296115
Texas,Concho County,31.3431641,-99.8124935
Texas,Falls County,31.1636412,-97.0068393
Texas,Dallam County,36.20745,-102.5298028
Texas,Gregg County,32.489254700000004,-94.8520636
Texas,Hemphill County,35.90222670000001,-100.3497895
Texas,Fisher County,32.7398733,-100.3497895
Texas,El Paso County,31.803982399999995,-106.20514840000001
Texas,Hudspeth County,31.5707433,-105.5943388
Texas,Irion County,31.2557696,-100.8903099
Texas,Jim Hogg County,26.995506,-98.7481167
Texas,McCulloch County,31.201612199999996,-99.2785583
Texas,Jim Wells County,27.7841718,-98.0465185
Texas,Kleberg County,27.430833899999996,-97.6982272
Texas,McMullen County,28.31023230000001,-98.5721016
Texas,Nolan County,32.3818737,-100.3497895
Texas,Loving County,31.8883434,-103.63627149999999
Texas,Karnes County,28.90890850000001,-97.87216
Texas,Nueces County,27.76933510000001,-97.48141629999999
Texas,Presidio County,29.948066600000004,-104.1001326
Texas,Kenedy County,26.8697147,-97.6982272
Texas,Lipscomb County,36.2464455,-100.3497895
Texas,Maverick County,28.741047299999998,-100.3497895
Texas,Kinney County,29.2934865,-100.3497895
Texas,Live Oak County,28.342294,-98.0465185
Texas,Runnels County,31.8714508,-99.9912254
Texas,Randall County,34.9020377,-101.7979613
Texas,Reeves County,31.430797499999997,-103.7289167
Texas,Reagan County,31.290356899999995,-101.5248055
Texas,San Patricio County,27.999969500000002,-97.5247243
Texas,Rockwall County,32.8721646,-96.365157
Texas,Schleicher County,30.9234947,-100.5296115
Texas,Sabine County,31.297423300000002,-93.82482409999999
Texas,Titus County,33.249312599999996,-94.97665400000001
Texas,Webb County,27.817448699999996,-99.0128926
Texas,Starr County,26.6215167,-98.7481167
Texas,Winkler County,31.768459999999997,-103.0817903
Texas,Stonewall County,33.1114912,-100.17032569999999
Texas,Upton County,31.33848429999999,-101.9804613
Texas,Val Verde County,29.868768199999998,-101.16173559999999
Texas,Sterling County,31.78149299999999,-101.07117579999999
North Carolina,Currituck County,36.4189826,-75.94632399999998
Texas,Sutton County,30.5598827,-100.5296115
Texas,Scurry County,32.6937844,-100.8903099
Texas,Zapata County,26.973076300000002,-99.10134980000001
Texas,Wilbarger County,34.0688089,-99.2785583
North Carolina,Perquimans County,36.132976299999996,-76.4100267
North Carolina,Pasquotank County,36.2927068,-76.317414
North Carolina,Tyrrell County,35.8925537,-76.17837390000003
New York,Oneida County,43.23717979999999,-75.4344727
Louisiana,Orleans Parish,29.95106579999999,-90.0715323
Kansas,Harper County,37.1096002,-98.0465185
Kansas,Coffey County,38.2570639,-95.8142885
Kansas,Neosho County,37.604568799999996,-95.3102505
Kansas,Woodson County,37.919785299999994,-95.8142885
Kansas,Greenwood County,37.9025905,-96.1526985
Louisiana,Sabine Parish,31.489325199999996,-93.5003454
Wyoming,Goshen County,42.033442799999996,-104.37919120000001
Wyoming,Niobrara County,43.021237299999996,-104.4723301
Colorado,Las Animas County,37.299490899999995,-104.1001326
Colorado,Bent County,38.0036339,-103.0817903
Colorado,Pueblo County,38.2528534,-104.4723301
Wisconsin,Bayfield County,46.6650481,-91.1222007
Wisconsin,Vilas County,45.9787939,-89.45591619999998
Wisconsin,Ashland County,46.864442,-90.809314
Utah,Salt Lake County,40.644188,-111.95224909999999
Wisconsin,Sawyer County,45.8220169,-91.1685886
North Carolina,Gates County,36.42020770000001,-76.68747009999998
North Carolina,Stokes County,36.4244396,-80.23213129999998
Virginia,Fairfax County,38.9085472,-77.2405153
New Jersey,Passaic County,41.123164700000004,-74.35874729999998
Virginia,Southampton County,36.678851200000004,-77.10249019999998
New Jersey,Hunterdon County,40.56695149999999,-74.92087719999998
Delaware,New Castle County,39.5392979,-75.66735600000001
South Carolina,Allendale County,33.0059695,-81.38393260000002
Maryland,Charles County,38.52217810000001,-77.10249019999998
South Carolina,Hampton County,32.8084577,-81.1196075
Maryland,Anne Arundel County,38.9530109,-76.5488232
New Mexico,Luna County,32.3259122,-107.8583868
South Carolina,Bamberg County,33.2074402,-81.0754657
South Carolina,Colleton County,32.824229700000004,-80.7214417
Maryland,St. Mary's County,38.1060259,-76.36372850000002
Maryland,Harford County,39.5838964,-76.36372850000002
South Carolina,Barnwell County,33.279925,-81.47183869999998
Connecticut,Litchfield County,41.7866294,-73.27653609999999
South Carolina,Lexington County,33.9309651,-81.2518833
New Mexico,Sandoval County,35.6020667,-106.7234639
South Carolina,Charleston County,32.7956561,-79.7848422
South Carolina,Dorchester County,33.168038300000006,-80.54384499999998
Maryland,Calvert County,38.494950300000006,-76.50257420000001
South Carolina,Marlboro County,34.5582435,-79.6951103
South Carolina,Clarendon County,33.67342429999999,-80.1875065
Maryland,Queen Anne's County,39.02635720000001,-76.1319953
New Mexico,Rio Arriba County,36.616289200000004,-106.7234639
Georgia,Oconee County,33.82319879999999,-83.44301180000002
North Carolina,Cabarrus County,35.4168123,-80.5882803
South Carolina,McCormick County,33.8655162,-82.25832969999998
South Carolina,Newberry County,34.309094,-81.6035062
South Carolina,Abbeville County,34.1891221,-82.4752757
South Carolina,Saluda County,34.008713,-81.73494199999998
Virginia,Arlington County,38.8816208,-77.09098089999998
Virginia,Dickenson County,37.092946500000004,-82.34518899999998
Virginia,Smyth County,36.8687921,-81.5596427
New Mexico,Bernalillo County,35.0177854,-106.6291304
Maryland,Baltimore County,39.464766499999996,-76.7336521
Maryland,Prince George's County,38.78492110000001,-76.8720961
New Mexico,Los Alamos County,35.84962489999999,-106.3228338
New Mexico,Cibola County,35.0947557,-107.8583868
Kansas,Labette County,37.26390410000001,-95.3102505
New Mexico,Santa Fe County,35.36537050000001,-105.9699878
New Mexico,Taos County,36.4358718,-105.5943388
New Mexico,San Miguel County,35.51177929999999,-104.8454619
New Mexico,Socorro County,33.88370870000001,-106.7234639
Wisconsin,Barron County,45.3607574,-91.776948
Wisconsin,Burnett County,45.8051186,-92.2888131
Wisconsin,Washburn County,45.965718599999995,-91.8148946
New York,Niagara County,43.31194960000001,-78.74762079999998
Montana,Cascade County,47.4688355,-111.5453227
Montana,Big Horn County,45.3496574,-107.27157690000001
Montana,Glacier County,48.5217475,-112.919665
Montana,Fallon County,46.3762402,-104.4280327
Montana,Beaverhead County,45.2135118,-113.10930459999999
